# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
  7790  335.92 1295.67 99.999  9.999 19.424   0   0 9.999  395   1 0.113
  7791  130.62 1293.66 99.999  9.999 19.598   0   0 9.999  325   0 0.141
  7792  233.56 1294.30 99.999  9.999 19.475   0   0 9.999  394   1 0.123
  7793  274.55 1294.31 21.699  2.394 19.305  21   0 0.279  397   0 0.100
  7794  529.53 1294.76 21.910  2.488 19.422  20   0 0.292  396   1 0.131
  7795  238.57 1295.23 99.999  9.999 19.636   0   0 9.999  396   0 0.135
  7796  285.78 1297.39 21.820  2.323 19.497  21   0 0.202  396   1 0.116
  7797  307.55 1294.93 22.114  2.724 19.390  23   0 0.404  394   3 0.098
  7798  502.95 1296.44 21.470  2.280 19.191  22   0 0.207  399   0 0.091
  7799  135.35 1297.04 99.999  9.999 19.597   0   0 9.999  338   1 0.135
  7800  417.89 1298.76 21.620  2.631 18.989  22   0 0.243  397   1 0.075
  7802  173.70 1300.67 99.999  9.999 19.584   0   0 9.999  375   0 0.118
  7803  360.56 1300.60 99.999  9.999 19.696   0   0 9.999  386   1 0.187
  7804  503.05 1300.50 99.999  9.999 19.684   0   0 9.999  399   0 0.151
  7805  346.04 1302.13 99.999  9.999 19.744   0   0 9.999  399   0 0.160
  7806  516.19 1301.93 99.999  9.999 19.670   0   0 9.999  398   2 0.143
  7808  368.31 1303.89 99.999  9.999 18.822   0   0 9.999  397   0 0.392
  7809  198.03 1305.01 22.071  2.705 19.367  22   1 0.293  383   4 0.096
  7810  323.05 1303.79 99.999  9.999 19.562   0   0 9.999  394   1 0.124
  7811  453.66 1304.38 22.288  2.664 19.623  22   0 0.488  401   0 0.132
  7813  136.22 1307.78 99.999  9.999 19.245   0   0 9.999  338   1 0.122
  7814  220.43 1307.51 21.757  2.583 19.174  22   0 0.270  389   0 0.095
  7815  340.12 1306.23 99.999  9.999 19.321   0   0 9.999  400   1 0.142
  7816  472.52 1308.95 22.154  2.667 19.487  23   0 0.362  396   1 0.114
  7817  484.99 1307.56 21.960  2.362 19.598  22   0 0.268  398   1 0.142
  7820  211.22 1311.46 99.999  9.999 19.017   0   0 9.999  394   0 0.091
  7821  299.49 1309.80 99.999  9.999 19.598   0   0 9.999  396   1 0.124
  7822  253.55 1310.90 99.999  9.999 19.961   0   0 9.999  391   1 0.175
  7823  424.12 1311.75 21.641  2.231 19.410  21   0 0.169  394   2 0.096
  7824  477.82 1310.84 99.999  9.999 20.101   0   0 9.999  395   1 0.218
  7825  457.54 1313.75 21.742  2.534 19.208  21   0 0.223  397   0 0.096
  7826  411.55 1313.67 22.226  2.694 19.532  22   0 0.342  395   2 0.126
  7827  513.44 1316.04 21.305  2.436 18.869  22   0 0.195  397   1 0.074
  7828  169.11 1315.85 99.999  9.999 19.759   0   0 9.999  368   1 0.154
  7829  491.83 1316.92 21.787  2.427 19.360  20   0 0.250  398   1 0.106
  7830  185.66 1317.35 99.999  9.999 19.668   0   0 9.999  381   0 0.152
  7832  321.92 1319.38 21.884  2.900 18.984  21   0 0.267  400   1 0.077
  7833  507.88 1318.84 21.447  2.364 19.083  22   0 0.207  398   0 0.081
  7835  155.75 1320.65 22.053  2.737 19.316  22   0 0.243  361   0 0.091
  7836  457.18 1321.84 22.225  2.840 19.385  23   0 0.440  398   0 0.115
  7837  138.23 1323.15 99.999  9.999 19.739   0   0 9.999  342   0 0.149
  7838  528.41 1321.36 22.005  2.515 19.490  21   1 0.218  398   2 0.107
  7839  129.00 1323.33 21.997  2.377 19.619  18   0 0.278  318   1 0.136
  7841  196.15 1324.57 99.999  9.999 19.535   0   0 9.999  387   1 0.142
  7842  335.49 1325.28 21.900  2.988 18.911  22   0 0.331  396   1 0.078
  7843  272.84 1326.31 99.999  9.999 19.195   0   0 9.999  396   0 0.093
  7844  396.77 1326.54 22.051  2.509 19.542  21   0 0.343  393   1 0.124
  7845  288.31 1326.90 99.999  9.999 19.837   0   0 9.999  388   2 0.196
  7846  349.88 1327.73 99.999  9.999 19.699   0   0 9.999  392   1 0.148
  7847  390.80 1327.71 99.999  9.999 19.505   0   0 9.999  397   3 0.130
  7848  415.74 1329.53 21.788  2.448 19.340  22   0 0.211  397   1 0.105
  7849  423.06 1329.53 21.719  2.317 19.402  21   0 0.302  396   3 0.111
  7850  448.78 1330.88 99.999  9.999 19.411   0   0 9.999  399   1 0.111
  7851  135.84 1331.41 99.999  9.999 19.775   0   0 9.999  338   0 0.147
  7852  342.09 1331.37 99.999  9.999 19.582   0   0 9.999  396   1 0.127
  7853  462.24 1330.56 99.999  9.999 19.603   0   0 9.999  398   1 0.136
  7854  232.04 1332.89 22.131  2.382 19.750  23   0 0.490  392   1 0.149
  7855  442.25 1334.67 99.999  9.999 19.690   0   0 9.999  395   1 0.129
  7856  329.97 1334.55 99.999  9.999 19.706   0   0 9.999  391   2 0.139
  7857  201.91 1336.47 22.015  2.341 19.674  20   0 0.345  388   1 0.145
  7859  191.56 1338.22 99.999  9.999 19.635   0   0 9.999  383   1 0.129
  7860  354.81 1338.32 21.948  2.260 19.688  21   0 0.297  395   1 0.134
  7861  538.74 1337.66 99.999  9.999 19.565   0   0 9.999  391   2 0.210
  7862  139.43 1338.54 22.121  2.616 19.505  19   0 0.384  339   2 0.119
  7863  397.82 1340.74 99.999  9.999 19.188   0   0 9.999  396   1 0.106
  7864  440.39 1341.08 99.999  9.999 19.712   0   0 9.999  394   0 0.150
  7865  252.49 1341.79 99.999  9.999 19.313   0   0 9.999  395   0 0.111
  7866  295.92 1343.97 21.463  2.248 19.215  22   0 0.217  399   0 0.101
  7867  493.49 1340.61 99.999  9.999 20.173   0   0 9.999  398   0 0.230
  7868  222.23 1342.73 22.099  2.752 19.347  20   0 0.302  394   0 0.105
  7869  189.30 1344.29 99.999  9.999 19.731   0   0 9.999  380   1 0.141
  7870  442.54 1344.79 21.517  2.209 19.308  22   0 0.189  394   3 0.101
  7871  312.92 1346.22 21.551  2.273 19.279  21   0 0.163  398   1 0.096
  7872  478.02 1345.22 99.999  9.999 19.148   0   0 9.999  398   1 0.106
  7873  217.93 1350.37 21.288  1.973 19.315  21   0 0.195  391   2 0.100
  7874  423.39 1349.34 21.966  2.576 19.390  22   0 0.207  397   2 0.104
  7875  496.82 1348.42 99.999  9.999 19.552   0   0 9.999  397   1 0.143
  7877  245.76 1349.80 99.999  9.999 19.616   0   0 9.999  393   1 0.135
  7878  156.08 1351.17 99.999  9.999 19.693   0   0 9.999  364   1 0.123
  7879  415.87 1352.14 21.736  2.470 19.266  21   0 0.165  396   2 0.096
  7880  208.05 1353.50 99.999  9.999 19.336   0   0 9.999  392   0 0.094
  7881  308.50 1355.54 21.398  2.489 18.909  22   0 0.195  394   3 0.073
  7882  504.24 1356.84 99.999  9.999 19.521   0   0 9.999  397   0 0.181
  7883  236.09 1358.61 22.027  2.705 19.322  22   0 0.386  394   1 0.101
  7884  302.69 1358.69 21.513  2.332 19.181  22   0 0.201  394   2 0.087
  7885  195.49 1358.73 21.967  2.644 19.323  22   0 0.322  388   0 0.099
  7886  526.80 1358.55 21.384  1.714 19.671  23   0 0.326  377   0 0.330
  7887  316.71 1359.74 99.999  9.999 19.538   0   0 9.999  396   0 0.125
  7888  347.19 1359.81 22.251  2.804 19.447  21   0 0.355  394   2 0.100
  7889  279.16 1361.31 99.999  9.999 19.609   0   0 9.999  395   1 0.127
  7890  324.20 1360.39 99.999  9.999 19.516   0   0 9.999  396   2 0.117
  7891  413.76 1360.69 21.836  2.222 19.615  21   0 0.238  398   2 0.132
  7893  361.77 1366.04 99.999  9.999 19.187   0   0 9.999  397   0 0.088
  7895  172.98 1363.01 21.741  2.329 19.412  19   0 0.164  372   0 0.109
  7896  268.11 1363.01 99.999  9.999 19.690   0   0 9.999  394   0 0.138
  7897  438.27 1365.49 21.401  2.155 19.246  21   0 0.205  395   2 0.101
  7898  447.98 1364.95 21.374  2.425 18.950  22   0 0.191  401   1 0.094
  7899  276.32 1365.06 99.999  9.999 19.547   0   0 9.999  399   0 0.134
  7900  297.51 1365.38 21.913  2.205 19.708  22   0 0.301  398   0 0.146
  7901  375.37 1365.90 21.906  2.622 19.285  23   0 0.364  399   0 0.099
  7902  478.66 1365.63 22.013  2.625 19.388  22   0 0.269  396   1 0.101
  7903  308.10 1367.08 99.999  9.999 18.971   0   0 9.999  399   0 0.092
  7904  198.59 1368.21 21.576  2.797 18.779  21   0 0.154  387   1 0.063
  7905  314.71 1366.55 99.999  9.999 19.625   0   0 9.999  394   0 0.121
  7906  514.65 1368.12 99.999  9.999 19.536   0   0 9.999  393   0 0.170
  7908  156.80 1370.04 21.947  2.741 19.205  21   0 0.306  364   0 0.096
  7909  182.50 1369.24 22.146  2.487 19.658  20   0 0.376  378   0 0.141
  7910  337.31 1371.42 21.363  2.249 19.115  22   0 0.225  400   0 0.079
  7911  257.49 1373.16 21.559  2.217 19.342  20   0 0.284  394   0 0.106
  7912  310.30 1372.45 99.999  9.999 19.737   0   0 9.999  393   0 0.154
  7913  215.68 1372.85 99.999  9.999 19.597   0   0 9.999  388   0 0.119
  7914  318.35 1373.09 99.999  9.999 19.698   0   0 9.999  397   0 0.153
  7915  177.28 1374.25 99.999  9.999 19.535   0   0 9.999  374   1 0.118
  7917  145.44 1375.89 22.032  2.570 19.461  19   0 0.347  347   0 0.110
  7918  193.68 1375.60 22.070  2.539 19.532  22   0 0.426  384   1 0.122
  7919  210.07 1377.22 22.103  3.037 19.067  21   0 0.275  390   2 0.080
  7920  267.55 1376.64 21.195  2.260 18.936  22   0 0.148  396   1 0.084
  7921  280.17 1378.42 21.975  2.559 19.416  21   0 0.390  398   0 0.106
  7922  466.42 1377.02 21.738  2.576 19.162  23   0 0.322  399   0 0.087
  7923  383.94 1377.66 21.749  2.479 19.270  21   1 0.178  395   2 0.088
  7924  439.28 1377.03 21.969  2.126 19.843  23   0 0.243  395   1 0.165
  7925  348.24 1380.29 21.891  2.533 19.358  22   0 0.361  398   0 0.106
  7926  231.76 1379.90 99.999  9.999 19.229   0   0 9.999  391   2 0.090
  7927  142.13 1380.31 22.102  2.737 19.364  21   0 0.305  339   0 0.106
  7928  164.85 1380.52 22.040  2.647 19.393  18   1 0.161  368   2 0.106
  7929  170.33 1380.98 21.766  2.339 19.428  19   0 0.241  371   2 0.122
  7930  297.09 1379.66 99.999  9.999 19.829   0   0 9.999  395   1 0.165
  7931  330.79 1381.53 22.005  2.684 19.321  22   0 0.262  394   2 0.095
  7932  468.72 1382.70 21.746  1.994 19.752  22   0 0.278  396   1 0.163
  7933  240.68 1383.74 21.397  2.209 19.187  22   0 0.181  392   1 0.091
  7934  471.54 1381.29 99.999  9.999 19.731   0   0 9.999  395   1 0.154
  7935  136.42 1383.53 22.117  2.539 19.578  19   0 0.270  334   1 0.125
  7936  227.64 1384.09 21.051  2.128 18.923  22   0 0.152  392   0 0.069
  7937  465.87 1383.00 99.999  9.999 19.251   0   0 9.999  398   0 0.132
  7938  245.67 1384.16 99.999  9.999 19.378   0   0 9.999  397   0 0.106
  7939  345.01 1384.11 99.999  9.999 19.486   0   0 9.999  396   1 0.115
  7940  371.75 1385.31 21.780  2.773 19.007  21   0 0.208  396   2 0.070
  7941  493.34 1384.93 21.563  2.248 19.315  22   0 0.287  397   0 0.094
  7944  354.77 1388.09 21.312  2.269 19.043  22   0 0.181  399   2 0.084
  7946  165.05 1386.48 99.999  9.999 19.656   0   0 9.999  368   1 0.148
  7947  264.50 1388.62 21.857  2.401 19.456  21   1 0.270  393   2 0.102
  7948  294.13 1388.11 21.696  2.672 19.024  21   0 0.266  396   1 0.076
  7949  454.44 1388.43 22.065  2.684 19.381  20   0 0.213  396   2 0.107
  7950  382.87 1390.44 21.979  2.232 19.747  21   0 0.244  393   0 0.141
  7951  506.77 1390.44 99.999  9.999 19.723   0   0 9.999  395   0 0.140
  7952  546.58 1390.33 99.999  9.999 19.599   0   0 9.999  396   1 0.128
  7953  190.87 1391.83 22.055  2.534 19.521  22   0 0.381  380   0 0.145
  7954  301.40 1390.48 99.999  9.999 19.600   0   0 9.999  398   1 0.121
  7955  440.95 1390.07 99.999  9.999 19.866   0   0 9.999  393   1 0.163
  7956  516.54 1391.90 21.839  2.713 19.126  21   0 0.186  395   1 0.081
  7957  358.71 1392.68 21.638  2.365 19.273  22   0 0.229  398   0 0.111
  7958  372.75 1393.27 21.342  2.445 18.897  20   1 0.153  396   2 0.071
  7961  484.72 1396.41 21.320  2.165 19.155  22   0 0.141  399   0 0.091
  7962  523.47 1394.65 99.999  9.999 19.466   0   0 9.999  394   0 0.111
  7963  275.98 1395.59 21.758  2.467 19.291  22   0 0.260  396   0 0.091
  7964  345.00 1396.12 99.999  9.999 19.704   0   0 9.999  396   0 0.135
  7965  367.68 1397.65 21.816  2.459 19.356  22   0 0.253  396   3 0.111
  7966  463.48 1397.76 99.999  9.999 19.705   0   0 9.999  399   0 0.147
  7967  149.04 1400.99 21.848  2.786 19.062  21   0 0.307  354   0 0.085
  7968  279.66 1402.62 21.834  2.442 19.392  22   0 0.310  396   0 0.100
  7969  411.36 1400.89 99.999  9.999 19.182   0   0 9.999  395   3 0.103
  7970  132.38 1402.50 21.305  2.494 18.811  19   0 0.140  330   0 0.069
  7971  139.84 1402.44 99.999  9.999 19.293   0   0 9.999  337   1 0.104
  7972  163.94 1402.44 21.598  2.430 19.169  22   0 0.286  370   0 0.099
  7973  376.30 1403.82 21.443  2.277 19.167  21   0 0.149  398   1 0.094
  7974  465.46 1402.79 21.859  2.501 19.358  21   0 0.222  397   1 0.104
  7975  226.45 1403.04 99.999  9.999 19.624   0   0 9.999  391   1 0.129
  7976  448.42 1405.08 21.739  2.642 19.097  21   0 0.262  396   1 0.078
  7977  214.20 1404.77 21.667  2.293 19.374  20   1 0.267  393   0 0.109
  7978  143.15 1405.96 99.999  9.999 19.403   0   0 9.999  345   1 0.108
  7979  251.74 1405.73 21.533  2.148 19.385  22   0 0.167  393   2 0.097
  7982  201.21 1408.02 22.052  2.386 19.667  21   0 0.339  387   0 0.144
  7983  403.89 1409.37 21.489  2.463 19.027  22   0 0.207  400   0 0.092
  7984  534.47 1408.95 19.475  1.103 18.372  22   0 0.024  399   1 0.058
  7985  541.58 1408.63 21.793  2.585 19.208  22   0 0.253  397   2 0.090
  7987  331.92 1409.56 99.999  9.999 19.525   0   0 9.999  393   2 0.117
  7988  508.21 1409.80 21.733  2.283 19.450  20   0 0.215  394   0 0.108
  7989  209.62 1409.84 99.999  9.999 19.771   0   0 9.999  390   0 0.154
  7990  246.57 1411.00 21.392  2.330 19.062  21   0 0.217  394   3 0.080
  7991  347.31 1412.02 21.327  2.420 18.908  21   0 0.165  394   4 0.065
  7992  392.67 1410.95 21.450  2.511 18.939  22   0 0.217  394   3 0.082
  7993  180.36 1412.12 21.643  2.145 19.499  20   0 0.243  377   1 0.137
  7994  337.61 1412.45 21.839  2.533 19.306  22   0 0.242  398   0 0.094
  7996  298.20 1413.45 99.999  9.999 19.516   0   0 9.999  394   2 0.116
  7997  320.96 1412.99 22.209  2.573 19.636  22   0 0.381  396   2 0.121
  7998  368.23 1412.70 99.999  9.999 19.577   0   0 9.999  393   3 0.119
  7999  532.19 1415.40 99.999  9.999 19.590   0   0 9.999  398   0 0.142
  8000  547.49 1413.87 21.263  2.311 18.952  21   0 0.123  401   0 0.076
  8001  291.27 1414.08 99.999  9.999 19.749   0   0 9.999  394   1 0.154
  8002  306.34 1414.28 99.999  9.999 19.419   0   0 9.999  396   2 0.110
  8004  394.47 1416.07 21.795  2.528 19.268  21   0 0.179  394   4 0.106
  8005  498.71 1417.35 21.601  2.412 19.189  21   0 0.282  396   1 0.082
  8007  188.75 1416.99 99.999  9.999 19.873   0   0 9.999  374   2 0.167
  8008  544.71 1417.46 99.999  9.999 19.732   0   0 9.999  398   0 0.148
  8010  130.91 1418.86 99.999  9.999 19.030   0   0 9.999  327   0 0.092
  8012  378.00 1419.10 21.115  2.048 19.067  22   0 0.174  395   0 0.078
  8013  401.19 1419.61 99.999  9.999 19.176   0   0 9.999  398   1 0.095
  8014  159.72 1421.84 21.766  2.512 19.253  22   0 0.288  369   0 0.096
  8015  367.59 1420.79 22.225  2.785 19.441  22   0 0.459  392   4 0.108
  8016  409.14 1420.54 21.764  2.333 19.430  22   0 0.244  394   4 0.115
  8017  438.00 1420.90 21.382  2.416 18.966  22   0 0.197  397   1 0.077
  8018  504.34 1419.89 99.999  9.999 19.908   0   0 9.999  394   0 0.169
  8020  328.88 1420.46 99.999  9.999 19.684   0   0 9.999  390   4 0.133
  8021  343.59 1422.37 21.842  2.506 19.335  22   0 0.205  396   1 0.108
  8022  536.83 1421.18 99.999  9.999 19.250   0   0 9.999  399   0 0.095
  8023  275.80 1424.18 99.999  9.999 19.411   0   0 9.999  395   1 0.103
  8024  290.10 1426.02 21.692  2.338 19.354  20   0 0.229  393   1 0.104
  8025  367.01 1426.13 21.730  2.667 19.063  22   0 0.288  393   5 0.082
  8026  414.70 1425.23 99.999  9.999 20.019   0   0 9.999  396   1 0.213
  8027  440.37 1426.69 21.937  2.023 19.915  22   0 0.313  395   0 0.192
  8028  490.31 1425.63 21.855  2.381 19.474  21   0 0.294  397   1 0.107
  8029  303.59 1430.21 21.841  2.493 19.348  21   0 0.306  392   2 0.095
  8030  389.72 1425.80 99.999  9.999 19.582   0   0 9.999  397   3 0.143
  8031  377.69 1427.28 99.999  9.999 19.860   0   0 9.999  397   0 0.159
  8032  544.31 1427.67 21.672  2.723 18.950  20   0 0.271  400   0 0.071
  8034  132.84 1432.39 21.969  3.014 18.956  16   0 0.281  330   0 0.081
  8035  441.88 1431.50 99.999  9.999 19.833   0   0 9.999  392   1 0.190
  8036  196.70 1433.10 21.722  2.426 19.297  21   0 0.150  387   0 0.106
  8037  229.28 1432.02 99.999  9.999 19.561   0   0 9.999  393   1 0.195
  8038  369.84 1432.02 22.168  2.437 19.731  22   0 0.384  395   1 0.147
  8039  544.61 1433.05 99.999  9.999 19.395   0   0 9.999  400   1 0.104
  8040  210.05 1434.03 21.880  2.265 19.616  21   0 0.371  388   1 0.137
  8041  460.74 1434.60 99.999  9.999 19.442   0   0 9.999  399   0 0.115
  8042  471.90 1435.52 21.942  2.821 19.122  19   0 0.362  399   0 0.100
  8043  135.87 1437.58 21.470  2.501 18.969  18   0 0.140  338   0 0.071
  8044  425.09 1436.52 21.777  2.276 19.501  22   0 0.267  395   1 0.149
  8045  443.01 1436.10 99.999  9.999 19.516   0   0 9.999  394   0 0.168
  8046  533.22 1436.41 99.999  9.999 19.633   0   0 9.999  399   0 0.147
  8048  180.77 1437.41 99.999  9.999 19.600   0   0 9.999  378   1 0.130
  8050  265.61 1440.48 99.999  9.999 20.013   0   0 9.999  391   2 0.183
  8051  522.99 1440.83 21.727  2.380 19.348  22   0 0.260  396   1 0.095
  8052  292.54 1440.93 99.999  9.999 19.729   0   0 9.999  398   1 0.138
  8053  455.25 1442.14 21.667  2.462 19.204  22   0 0.175  398   1 0.090
  8054  507.70 1443.10 99.999  9.999 19.266   0   0 9.999  397   1 0.091
  8055  167.05 1442.49 99.999  9.999 19.524   0   0 9.999  365   2 0.122
  8056  410.11 1442.95 21.999  2.422 19.577  21   0 0.315  395   2 0.141
  8057  196.26 1446.19 21.479  2.501 18.978  21   0 0.237  387   0 0.072
  8058  517.87 1445.09 21.422  2.577 18.845  22   0 0.147  398   0 0.071
  8060  416.29 1444.49 99.999  9.999 19.799   0   0 9.999  399   0 0.169
  8061  312.56 1445.80 21.852  2.539 19.314  21   0 0.224  397   3 0.109
  8062  426.10 1445.97 20.908  2.043 18.865  21   1 0.108  398   3 0.137
  8064  213.63 1446.91 22.214  2.638 19.577  21   0 0.392  388   1 0.133
  8065  155.14 1449.19 21.346  2.328 19.018  22   0 0.209  363   0 0.081
  8066  259.93 1448.84 99.999  9.999 19.520   0   0 9.999  395   1 0.128
  8067  298.61 1448.96 22.130  2.381 19.749  20   0 0.397  393   3 0.142
  8068  288.54 1449.63 21.835  2.338 19.498  20   0 0.299  396   2 0.116
  8069  384.05 1448.96 21.785  2.436 19.349  18   1 0.275  396   0 0.098
  8070  129.04 1450.82 99.999  9.999 19.765   0   0 9.999  319   1 0.147
  8071  221.60 1451.34 21.306  2.337 18.970  22   0 0.142  394   2 0.091
  8072  436.05 1451.25 21.616  2.117 19.499  20   0 0.274  397   0 0.184
  8073  547.05 1451.11 99.999  9.999 19.836   0   0 9.999  395   1 0.155
  8075  193.93 1452.28 22.203  2.637 19.566  21   0 0.407  385   2 0.136
  8076  464.12 1454.98 99.999  9.999 19.218   0   0 9.999  399   1 0.094
  8077  302.39 1454.14 21.351  2.370 18.981  22   0 0.144  394   2 0.074
  8078  459.29 1452.75 99.999  9.999 19.070   0   0 9.999  400   0 0.092
  8079  345.98 1455.83 22.097  2.664 19.433  20   1 0.244  397   1 0.107
  8080  537.51 1456.33 21.887  2.770 19.117  22   0 0.280  396   2 0.080
  8081  230.37 1457.22 21.481  2.144 19.337  21   0 0.193  394   1 0.103
  8082  250.86 1456.98 21.640  2.644 18.996  21   0 0.198  397   0 0.079
  8083  480.16 1456.33 99.999  9.999 19.615   0   0 9.999  395   1 0.127
  8084  173.42 1457.93 99.999  9.999 19.369   0   0 9.999  371   1 0.106
  8085  332.78 1458.54 99.999  9.999 19.516   0   0 9.999  395   2 0.117
  8086  400.58 1459.41 21.587  2.764 18.824  22   0 0.155  398   1 0.070
  8087  549.82 1458.25 99.999  9.999 19.339   0   0 9.999  396   0 0.102
  8088  341.62 1458.39 99.999  9.999 19.694   0   0 9.999  396   4 0.135
  8089  157.84 1460.85 21.994  2.544 19.450  22   0 0.316  367   0 0.117
  8090  210.92 1460.42 21.524  1.962 19.562  20   0 0.202  392   0 0.141
  8091  520.78 1461.73 21.603  2.482 19.121  21   0 0.215  395   1 0.085
  8093  169.56 1461.24 21.902  2.405 19.497  21   0 0.241  367   2 0.121
  8095  219.63 1463.48 21.703  2.570 19.133  23   0 0.322  394   1 0.107
  8096  322.15 1462.43 21.866  2.415 19.451  20   0 0.276  394   2 0.117
  8097  333.52 1463.84 21.845  2.626 19.219  21   0 0.234  394   2 0.093
  8099  403.36 1465.86 21.861  2.570 19.291  23   0 0.270  397   0 0.096
  8100  160.55 1467.33 21.648  2.702 18.946  21   0 0.172  368   1 0.078
  8101  240.15 1465.02 99.999  9.999 19.651   0   0 9.999  394   1 0.138
  8102  271.45 1468.48 21.702  2.324 19.379  21   1 0.207  396   1 0.104
  8103  397.86 1468.35 99.999  9.999 19.392   0   0 9.999  393   3 0.106
  8104  144.55 1469.89 99.999  9.999 19.179   0   0 9.999  349   0 0.085
  8105  233.97 1469.63 99.999  9.999 19.596   0   0 9.999  395   0 0.129
